id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
BáBarbosa;Bárbara Barbosa;bábarbosa.li3.pt;915 162 171;1954/09/23;F;OA403943;PT;Rua dos Vice-reis, 809642-423 Portimão;2016/12/29 13:12:51;credit_card;active
HenRodrigues592;Henrique Rodrigues;henrodrigues592@li3.pt;(351) 248 673 989;1967/09/27;M;BI099373;PT;Travessa de Sousa, 63954-306 Esposende;2015/10/25 22:07:44;;active
DaviMiranda-Soares1993;;davimiranda-soares1993@li3.pt;(351) 963405455;1992/04/28;M;FY532555;PT;Travessa de Macedo, 85202-605 Seia;2011/04/26 17:25:33;credit_card;active
YaPires-Rocha1375;Yara Pires-Rocha;yapires-rocha1375@li3.pt;(351) 929483078;1975|07|02;F;EK144350;PT;Travessa Rocha, 7090186-054 Chaves;2015/01/15 14:41:41;cash;active
NSousa-Branco;Naiara Sousa-Branco;nsousa-branco@li3.pt;(351) 967 809 262;1953/06/01;F;HB510448;PT;Av da Companhia, S/N8411-041 Esposende;2016/02/02 09:06:55;credit_card;
LisanAndrade;Lisandro Andrade;lisanandrade@li3.pt;(351) 931 119 398;1990/09/25;M;;PT;Travessa de Amorim, 882998-569 Leiria;2016/10/18 02:22:48;debit_card;active
Larissa-HelSoares;Larissa-Helena Soares;larissa-helsoares@li3.pt;925 065 307;1963/10/17;F;LX721553;PT;;2010/04/12 15:38:32;credit_card;active
YarVicente997;Yara Vicente;yarvicente997@li3.pt;(351) 212955067;1991/04/13;F;HH900572;PT;;2017/12/08 20:58:45;cash;active
LMoreira1508;Lúcia Moreira;lmoreira1508@li3.pt;(351) 266867610;1979/08/05;F;EZ148197;PT;;2015/12/27 16:20:15;credit_card;active
MiguReis1839;Miguel Reis;migureis1839@li3.pt;+351928506583;1961/05/02;M;;PT;R. Valentina Martins, 728330-437 Tarouca;2010/05/16 22:24:45;cash;active
NaiaPaiva;Naiara Paiva;naiapaiva@li3.pt;(351) 931 522 788;1970/12/12;F;RA967243;PT;Praça Sérgio Paiva, 30287-967 Sintra;2011/04/28 21:49:14;credit_card;RA967243
ISoares1857;Ivo Soares;isoares1857@li3.pt;963 409 930;1986/01/29;;JK049323;PT;Rua Yara Paiva, 3399775-430 Paços de Ferreira;2012/11/17 18:06:03;debit_card;active
MaTeixeira1593;Matilde Teixeira;mateixeira1593@li3.pt;923564765;2002/06/08;F;;PT;R. de Loureiro, 7648457-226 Fiães;2020/10/18 11:06:29;cash;active
JLourenço1891;João Lourenço;jlourenço1891@li3.pt;;1955/04/14;M;RD636325;PT;Largo de Assunção, 85728-091 Figueira da Foz;2012/09/04 03:33:48;debit_card;active
RafaeBarros388;Rafaela da Barros;rafaebarros388@li3.pt;(351) 924 387 140;1967/01/01;F;FA039045;PT;Praça de Branco, 705780-680 Angra do Heroísmo;2014/02/23 16:56:34;;active
IsmaeSantos;Ismael Santos;ismaesantos@li3.pt;(351) 912 479 390;11:51:20 AM/01/10/2010;M;LM002123;PT;Largo das Garças, S/N3307-752 Funchal;2014/05/27 13:30:47;debit_card;active
MirBaptista376;Miriam da Baptista;mirbaptista376@li3.pt;(351) 260056148;1996/05/24;F;XL031436;L;Praça de Amaral, 7444658-169 Leiria;2015/12/28 23:27:55;debit_card;active
PedrVicente1823;Pedro Vicente;pedrvicente1823@li3.pt;+351925674080;1993/09/22;M;YZ354628;PT;Praça das Verdades, 3505677-594 Vizela;2010/04/26 01:02:39;cash;YZ354628
RicardSousa1707;Ricardo Sousa;ricardsousa1707@li3.pt;(351) 935273809;1956/05/23;M;UJ734748;PT;Avenida Pereira, 60362-550 Bragança;2011/12/20 20:40:35;;active
BrunMarques-Vaz95;Bruna Marques-Vaz;brunmarques-vaz95@li3.pt;938 381 058;1962/04/19;F;ZA268804;PT;Largo Freitas, 938746-641 Coimbra;2012/12/16 06:47:26;credit_card;ZA268804
DiNascimento676;Diego Nascimento;dinascimento676@li3.pt;(351) 931 811 827;1970/01/05;M;OY189492;PT;Largo Martim Barros, S/N2418-080 Praia da Vitória;2015/02/11 20:42:21;credit_card;OY189492
;Soraia Ramos;soramos@li3.pt;928 535 812;1994/02/15;F;IZ934202;PT;Praça de Freitas, S/N7967-170 Fiães;2010/01/25 08:53:19;debit_card;active
CaeCorreia1064;Caetana Correia;caecorreia1064@li3.pt;938 595 170;1982/12/12;F;DM228407;PT;Largo de Paiva, 653755-930 Montemor-o-Novo;2014/05/07 16:29:56;;active
AndrValente;;andrvalente@li3.pt;917247715;1969/11/28;M;HK289001;PT;Largo de Loureiro, 741629-335 Póvoa de Varzim;2014/02/11 12:30:29;credit_card;active
TLourenço1144;Tatiana Lourenço;tlourenço1144@li3.pt;(351) 910 631 676;1953/06/07;F;;PT;Largo Azevedo, 88990-984 Horta;2014/02/12 16:00:10;credit_card;active
GMendes-Borges1845;Gonçalo Mendes-Borges;gmendes-borges1845@li3.pt;+351238219874;1988/02/27;M;OV054996;PT;Travessa Henriques, 470219-336 Ourém;13/11/2007;credit_card;active
RodriMarques1195;Rodrigo do Marques;rodrimarques1195@li3.pt;+351962891372;1964/03/13;;XD173560;PT;Rua de Azevedo, 425066-784 Almeirim;2019/09/24 13:45:07;credit_card;active
RenaMorais;Renata Morais;renamorais@li3.pt;(351) 920656693;;F;TY021472;PT;Av da Companhia, 122489-675 Alcobaça;2011/05/12 06:14:39;cash;active
RNogueira;Raquel Nogueira;rnogueira@li3.pt;+351911198500;;F;UL014499;PT;R. de Fonseca, 619737-779 Entroncamento;2017/07/07 23:20:14;credit_card;active
AlicMoreira;Alice Moreira;alicmoreira@li3.pt;(351) 918 830 650;1962|01|31;F;GO901702;PT;Rua Pinheiro, 949993-539 Vendas Novas;2016/03/25 17:36:41;cash;active
YaCarvalho26;Yara de Carvalho;yacarvalho26@li3.pt;968 911 161;1962/02/26;F;IV547500;PT;Av das Sereias, 454196-659 Vila Nova de Gaia;2016/05/31 08:04:26;;active
RicarPinho;Ricardo Pinho;ricarpinho@li3.pt;(351) 226552844;1958/10/17;;DV541645;PT;Rua Melo, 4281887-313 Angra do Heroísmo;2012/05/13 08:11:41;credit_card;active
FPires;Filipa Pires;fpires@li3.pt;285643658;2001/11/08;F;KH800833;PT;Alameda dos Moinhos, 76471-260 Mêda;2019/02/03 05:04:47;debit_card;
JoMota-Mendes;João Mota-Mendes;jomota-mendes@li3.pt;(351) 910 104 626;1988/11/23;M;QD153281;PT;R. dos Heróis do Mar, 150871-547 Valpaços;2019/07/26 03:23:34;credit_card;QD153281
RMiranda;Rui Miranda;rmiranda@li3.pt;(351) 929489781;1991/03/25;M;;PT;Praça Cruz, S/N1313-351 Elvas;2018/08/06 23:28:04;debit_card;ACTIVE
FilMarques1802;Filipa Marques;filmarq;925173615;1981/11/30;F;TN736297;PT;Av Fonseca, 681820-850 Lisboa;2011/03/08 09:04:34;cash;inactive
LeAssunção;;leassunção@li3.pt;(351) 912417955;1971/08/23;M;SO682134;PT;Travessa de Henriques, 1267690-716 Fiães;2010/03/27 01:29:02;debit_card;active
EdgMacedo;Edgar Macedo;edgmacedo@li3.pt;(351) 928005587;1971/09/20;;EC609126;PT;Travessa Irmã Lúcia, S/N4771-015 Tomar;2020/11/18 14:57:50;debit_card;active
;Luana Oliveira;luoliveira1578@li3.pt;(351) 920 537 853;1986/07/03;F;SB292819;PT;Alameda de Augusto Gomes, S/N6545-175 Marco de Canaveses;2010/08/14 07:12:42;debit_card;active
CarlMaia-Torres;Carlos Maia-Torres;carlmaia-torres@li3.pt;+351916281774;1991/07/20;M;FN373317;PT;Travessa Jorge Luis Borges, 5822008-456 Bragança;2014/04/19 22:26:35;debit_card;
ITeixeira;Isaac Teixeira;iteixeira@li3.pt;(351) 938197432;1997/06/20;M;MF615708;GNO;Travessa de Valente, 418692-919 Figueira da Foz;2015/04/07 07:25:48;debit_card;active
SaJesus-Pereira1450;Salomé Jesus-Pereira;sajesus-pereira1450@li3.pt;(351) 933 260 128;1994/05/10;F;AH291132;JZC;Praça de Vicente, 379443-701 Lamego;2014/04/14 19:33:28;cash;active
LucFreitas136;Lucas Freitas;lucfreitas136@li3.pt;(351) 924186086;1957/03/09;M;PB736296;B;Alameda de Melo, 587967-056 Matosinhos;2014/07/02 00:16:58;cash;active
MiriaGarcia329;Miriam Garcia;miriagarcia329@li3.pt;219 591 383;1964/01/26;F;AV783810;PT;Rua de Santa Clara, 5679141-313 Covilhã;2017/12/04 10:56:42;cash;AV783810
Bianca-PilPinho952;Bianca-Pilar Pinho;bianca-pilpinho952@li3.pt;(351) 212 634 631;1977/12/01;F;MV813349;PT;Avenida Letícia Cunha, 868625-464 Santo Tirso;2019/10/03 22:10:17;credit_card;
RaqHenriques540;Raquel Henriques;raqhenriques540@li3.pt;(351) 964637220;1960/01/22;;NR188648;PT;Avenida de Vicente, 73751-347 São Mamede de Infesta;2015/02/12 09:20:27;debit_card;active
IMatias755;Isaac Matias;imatias755@li3.pt;925271843;1975/10/08;M;UU181316;PT;Rua do Bom Sucesso, 1978087-995 Moura;2020/07/17 23:40:06;debit_card;
;Caetana Jesus;caetjesus@li3.pt;935871950;1965/10/19;F;FW282205;PT;Avenida Luciana Fernandes, 74619-148 Faro;2010/05/03 08:10:55;cash;active
FiMiranda;Filipa Miranda;fimiranda@li3.pt;963 110 644;1962/01/22;;KL118885;PT;Travessa Nunes, 981624-672 Póvoa de Varzim;2010/11/30 06:21:29;credit_card;active
SFonseca1515;Santiago Fonseca;sfonseca1515@li3.pt;(351) 937 750 298;1990/03/01;;EO909995;PT;Av de Fernão de Magalhães, 578097-575 Almada;2019/12/26 17:45:35;debit_card;active
;Isaac Castro;iscastro751@li3.pt;923537187;1996/02/03;M;OG778733;PT;Travessa Filipe Gomes, 641777-091 Vendas Novas;2010/07/23 08:16:21;cash;active
FranciscNunes;Francisco Nunes;franciscnunes@li3.pt;(351) 923 979 229;1979/07/11;M;WY676285;PT;Travessa Vitória Ribeiro, 93895-746 Peniche;2014/01/14~00:45:05;cash;active
BernarCardoso1338;Bernardo Cardoso;bernarcardoso1338@li3.pt;961 696 764;1959/12/03;M;LG765173;PT;Av Tomás Anjos, 411136-307 Setúbal;2010/04/11 19:18:59;debit_card;
BenBrito1722;Benedita Brito;benbrito1722@li3.pt;938218330;1957/04/20;F;IV492071;PT;Praça de S. Brás, 82688-877 São Mamede de Infesta;2018/06/04 13:42:37;cash;
BárBarros1218;Bárbara Barros;bárbarros1218@li3.pt;(351) 237 010 314;1968/02/29;F;XL551203;PT;R. Violeta Tavares, 824058-241 Espinho;2017/04/18 13:49:29;;active
HelenSantos1400;Helena de Santos;helensantos1400@li3.pt;(351) 274696806;;F;ZW202655;PT;R. de Campos, 743726-877 Seixal;2017/01/29 06:03:16;cash;active
GTavares444;Gil Tavares;gtavares444@li3.pt;(351) 922 265 912;1974/05/06;M;YO208152;PT;Travessa Júlia Cardoso, 46178-418 Portimão;2020/03/22 14:28:24;cash;
;Ema Leal-Sousa;emleal-sousa@li3.pt;(351) 248 710 397;1998/06/02;F;RN036834;PT;R. Martim Loureiro, S/N3226-256 Montemor-o-Novo;2013/11/26 05:29:23;cash;active
JosMelo-Leal;José Melo-Leal;josmelo-leal@li3@pt;919 395 272;1953/10/02;M;EX907050;PT;Alameda da Alfândega, 970368-177 Tomar;2013/03/08 10:10:11;debit_card;active
;Érica-Mafalda Ferreira;érica-mafalferreira@li3.pt;918 089 239;1953/11/22;F;IA804717;PT;Travessa Baptista, 4455410-175 Mêda;2015/02/25 18:44:31;credit_card;active
DanMaia-Ribeiro565;Daniela Maia-Ribeiro;danmaia-ribeiro565@li3.pt;964813593;1956/08/03;F;;PT;R. de São Lourenço, 885212-405 Ermesinde;2017/10/11 01:50:40;cash;active
LNogueira649;Lucas Nogueira;lnogueira649@li3.pt;(351) 923698917;1959/11/23;M;UM435440;PT;Av do Cantábrico, 479780-366 Valpaços;2011/02/09 00:37:19;;active
BSoares;Brian Soares;bsoares@li3.pt;(351) 930 886 984;1985/07/26;M;AL154492;PT;Avenida Moura, 429616-861 Santa Comba Dão;2014/09/17 05:38:04;;active
FiliLourenço;;fililourenço@li3.pt;+351919339376;1975/12/20;M;GG598972;PT;Rua Beatriz Soares, 729818-762 Freamunde;2011/03/25 12:16:37;debit_card;active
MPires1088;;mpires1088@li3.pt;(351) 922 225 015;2001/02/14;F;LJ775043;PT;R. de Macedo, 618454-965 Reguengos de Monsaraz;2012/03/17 13:15:56;cash;active
PPacheco945;Pedro do Pacheco;ppacheco945@li3.pt;917 666 444;1968/07/20;M;;PT;R. Mauro Matias, 507146-232 São Salvador de Lordelo;2015/01/25 19:01:54;debit_card;active
MartBranco1557;Martim Branco;martbranco1557@li3.pt;(351) 282 409 268;1979/09/25;M;KY152396;J;R. Vítor Moura, 2274938-730 Vila Real de Santo António;2012/07/06 02:32:16;credit_card;active
AnFerreira;André Ferreira;anferreira@li3.pt;(351) 930 008 166;1964/02/29;M;VG213157;PT;Largo de Santo Estêvão, 992204-241 Miranda do Douro;2019/05/31 01:01:16;cash;
ICoelho576;Iara Coelho;icoelho576@li3.pt;;1988/01/26;F;NW866515;PT;R. Augusto Monjardino, 205964-139 Ourém;2014/09/30 20:04:25;credit_card;active
LisandMelo;Lisandro Melo;lisandmelo.li3.pt;(351) 273256532;1953/06/12;M;CV887874;PT;Av das Rolas, 70637-679 Santana;2018/06/29 10:01:22;debit_card;active
BriaMaia1500;Brian Maia;briamaia1500@li3.pt;(351) 920 617 019;2001/10/31;M;GH695946;PT;Avenida Campos, S/N3385-108 Lagos;2017/02/26 21:22:41;debit_card;
NunRocha;Nuno da Rocha;nunrocha@li3.pt;(351) 919442416;2002/02/01;;VS957859;PT;Av Luís Moreira, 191899-545 Vendas Novas;2011/07/08 11:34:27;credit_card;active
SoBarros1885;;sobarros1885@li3.pt;(351) 913 291 154;1992/03/30;F;QL148881;PT;R. de Alves, 641437-002 Odivelas;2018/05/01 18:02:00;debit_card;active
BryGaspar;Bryan Gaspar;brygaspar@li3.pt;+351913950199;1978/07/03;M;MZ786214;PT;Alameda de José Régio, 692727-986 Portimão;2012/02/16 02:06:43;debit_card;
MaSilva50;Marco Silva;masilva50@li3.pt;(351) 231 732 846;2005/01/18;M;UR572916;PT;Praça de Figueiredo, 29251-017 Mealhada;2015/10/20 12:20:43;debit_card;
NaiaAbreu;Naiara Abreu;naiaabreu@li3.pt;+351917281569;26/07/2016;F;WU773590;PT;R. de Domingues, 318563-692 Santo Tirso;2019/12/19 10:36:31;cash;active
;Brian Gonçalves;briagonçalves735@li3.pt;270645796;1977/02/23;M;VX278793;PT;Alameda de Correia, S/N8977-093 Entroncamento;2016/03/20 00:45:45;debit_card;Active
AdrPinheiro-Vieira;Adriana Pinheiro-Vieira;adrpinheiro-vieira@li3.pt;935613940;1974/02/03;F;NO855577;M;Praça Diana Gonçalves, 602650-344 Ribeira Grande;2016/03/24 21:22:55;cash;active
AlexAlves;;alexalves@li3.pt;915 424 346;1983/04/13;F;CU554541;PT;Rua Valente, 87125-183 Moura;2020/01/16 23:23:20;credit_card;active
LorTavares;Lorena da Tavares;lortavares@li3.pt;(351) 938429618;1960/12/29;;OQ298121;PT;Largo Azevedo, 731247-214 Sintra;2013/06/12 06:47:16;credit_card;active
TCampos;Tomás Campos;tcampos@li3.pt;920360422;1970/10/26;;YG174368;PT;Avenida de Moreira, 840908-771 Pombal;2019/11/03 06:04:36;credit_card;active
RúSantos;Rúben Santos;rúsantos@li3.pt;(351) 934 183 189;2002/11/07;M;LR854569;PT;;2016/04/23 08:30:16;cash;active
BTavares;Bárbara-Clara Tavares;btavares@li3.pt;930565537;1983/11/06;;DR450270;PT;Largo Domingues, 2804611-133 Sabugal;2013/08/15 10:12:02;credit_card;active
PMarques1369;Paulo de Marques;pmarques1369@li3.pt;(351) 933640835;04:09:42 AM/16/02/2013;M;VU599837;PT;Avenida Lopes, 705467-771 Aveiro;2020/05/02 12:56:04;credit_card;Inactive
JoeMelo;;joemelo@li3.pt;+351920458799;1954/02/05;M;SA943212;PT;Praça de Rodrigues de Freitas, 417464-175 Macedo de Cavaleiros;2020/04/22 22:10:25;cash;active
RafAraújo727;;rafaraújo727@li3.pt;+351277990181;1991/03/12;M;RJ734246;PT;Av Fonseca, 882347-472 Rio Maior;2017/10/06 06:51:36;cash;active
BenjMiranda-Fonseca1832;Benjamim Miranda-Fonseca;benjmiranda-fonseca1832@li3.pt;;1991/10/25;M;LQ871871;PT;Alameda do Trancão, 950524-240 Macedo de Cavaleiros;2012/05/24 03:41:27;debit_card;active
;Hugo Fonseca;hfonseca1389@li3.pt;(351) 910 057 143;1955/01/14;M;DB885319;PT;Av de Santo António dos Capuchos, S/N7969-874 Vila Real;2016/07/07 16:54:44;cash;active
Alícia-LúRamos;Alícia-Lúcia Ramos;alícia-lúramos@li3.pt;(351) 299504846;1967/08/21;F;;PT;Rua Simões, 695190-049 Odivelas;2012/06/21 03:18:48;credit_card;active
HenrLeite265;Henrique Leite;henrleite265@li3.pt;935190367;1995/09/14;M;;PT;Travessa Almeida, S/N5422-563 Santana;2017/03/31 23:11:47;cash;active
;Constança do Mendes;constanmendes724@li3.pt;(351) 912586558;1955/10/22;F;DW319975;PT;Rua Loureiro, 811777-781 Penafiel;2018/08/08 00:53:18;credit_card;active
BrMagalhães1059;Bruno Magalhães;brmagalhães1059@li3.pt;(351) 962 757 554;2005/06/28;M;SQ863335;PT;;2018/05/09 14:43:04;credit_card;active
SalCorreia992;Salvador Correia;salcorreia992@li3.pt;(351) 962396307;1979/04/30;M;KH547635;PT;Av do Dr. Antunes Guimarães, 613462-748 Vila Nova de Santo André;2019/05/21 01:48:38;debit_card;KH547635
